Gene.symbol	Gene.ID	adj.P.Val	logFC
MYBPC1	4604	0.756707737739326	-0.0359001467188205
NBPF7	343505	0.756707737739326	0.053270968044218
SIGLEC15	284266	0.756707737739326	-0.0856614566802723
UBQLNL	143630	0.756707737739326	-0.0604570793639443
CHRNB3	1142	0.756707737739326	-0.0383752905136054
		0.756707737739326	-0.0388816987573688
FOXK2	3607	0.756789204406844	0.0631819434467102
UBE2D3	7323	0.756789204406844	-0.0965768874331019
RB1	5925	0.756789204406844	0.122324858399093
TNFRSF8	943	0.756789204406844	-0.0772909344353732
		0.756856865126642	0.0412677954013629
CRCT1	54544	0.756948842267797	0.0468261948560111
		0.75701015715381	-0.127577517555555
C1orf158	93190	0.75701015715381	-0.033745338346939
CXCL1	2919	0.757051578024153	-0.144849204473924
EEF1A2	1917	0.757051578024153	-0.0643062489943302
MUM1L1	139221	0.7571119219365	-0.0551304338526037
SNORD83A	116937	0.7571119219365	0.0760766131609962
C1orf137	388667	0.757210833950703	0.0397735367426297
PCSK6	5046	0.757279088070434	0.0772476006099758
NPY2R	4887	0.757320925345232	0.0543670425895719
OR13F1	138805	0.757320925345232	0.0556388502052143
IGHV3-48///IGHV3-69-1///IGHV3OR16-7	28424///28402///28309	0.757320925345232	0.2578215396678
		0.757337144585507	-0.0598608632414961
CD24	100133941	0.757337144585507	-0.232924824518139
KCTD19	146212	0.757337144585507	0.0531496211768738
OR51L1	119682	0.757346085352834	0.0452709382222229
LOC102724237	102724237	0.757346085352834	0.045700791756238
		0.757394476368006	0.114704758150796
		0.757472296700884	0.119161258492064
		0.757595754138068	-0.116471099320862
		0.757642706177012	-0.119808605753968
POLRMT	5442	0.757774158475568	-0.0752151563718817
		0.757937223635899	-0.0557812569852576
		0.757939625687266	-0.0731003260544192
		0.757951248165038	0.110900193658735
		0.757951248165038	0.103814260187081
HLA-DMB	3109	0.757989616270008	-0.216636453480721
		0.758073916175191	-0.0700631948310626
TWF2	11344	0.758073916175191	-0.0657442581247132
ATXN2	6311	0.758231945286205	0.0638079693367377
		0.758295857441483	0.155675463630392
NRP2	8828	0.758318264723918	-0.0872801989387768
KANK4	163782	0.758396948154025	-0.0410202291065733
C17orf102	400591	0.758410344640546	-0.0513294040090688
BRS3	680	0.758410344640546	0.039572702036283
ALLC	55821	0.758426385198549	0.038194639649662
MIR181A2	406954	0.758565093389513	0.0675295684126991
SAPCD2	89958	0.758565093389513	0.0497393145725642
		0.758565093389513	-0.0691174012256228
WDR91	29062	0.758565093389513	-0.0779380649285679
SYT4	6860	0.758642122035808	-0.0514441123843516
URGCP-MRPS24///MRPS24	100534592///64951	0.758642122035808	-0.0972929865340095
		0.758872085918833	-0.0721200086349203
PCDHB5	26167	0.758893016015019	0.0638365517619066
FABP4	2167	0.758991184000042	-0.0332139428015878
		0.758991184000042	-0.0480131768571432
MAGEF1	64110	0.758991184000042	-0.0763897696564646
SLED1	643036	0.759083372657444	0.196853385235826
		0.759083372657444	-0.0624755814773228
SOX2	6657	0.759083372657444	-0.0483421040113354
		0.759125945574132	-0.0212948919999993
		0.759125945574132	0.0938726993639492
		0.759125945574132	-0.0437477702925153
NCOR1P1	149934	0.759170182734605	-0.0927267098605418
RPL28	6158	0.759291511595268	0.0824411295839038
		0.759356510508251	0.0757468587369639
SEMA3D	223117	0.759462234442494	-0.0981414831757381
		0.759472780283592	-0.0376738662528342
		0.759598453224098	0.100570030829934
		0.759608974688712	0.080051689383219
RPL30///RPL30	6156///6156	0.759650649608617	0.0710148121247212
OR5G5P	81191	0.759650649608617	-0.0478365883367338
		0.759650649608617	-0.041054730598638
P2RY12	64805	0.759650649608617	-0.0673732512120173
NPTX1	4884	0.759650649608617	0.0590458094024955
HDX	139324	0.75965509041059	-0.0726372730646254
		0.75965509041059	-0.0309435843027215
		0.759662856715638	0.057254979820863
UBE2L3	7332	0.759662856715638	0.0580187129954668
		0.759681949738954	-0.0429642823265302
		0.759714842406046	0.0689667825487525
GNAI3	2773	0.759714842406046	0.079195764902499
SOWAHC	65124	0.759714842406046	-0.0720916903356006
		0.759714842406046	-0.0714288486587309
TMF1	7110	0.75978966609382	0.0755236517823139
ZSCAN10	84891	0.75978966609382	-0.0480974585963683
		0.759843036296884	-0.0498142369058949
		0.760193161231197	0.0704612880827669
		0.760243459583492	0.0362532445544224
LEMD1	93273	0.760243459583492	-0.0444539886077102
		0.760243459583492	-0.0477890807006776
PS1TP4///SLC35F5	414327///80255	0.760252381604273	0.0944387662278903
SLC5A9	200010	0.760321276606839	0.0475594702981859
NPAS4	266743	0.76037167579417	0.0573333408684817
C4orf32	132720	0.76037167579417	-0.125828473481856
ZDHHC23	254887	0.76037167579417	0.117173599908166
CSMD2	114784	0.760431920581123	0.0438331715090752
		0.7605074223671	-0.0581447847244885
SNORD115-33	100033807	0.760533233863878	-0.0435815883718815
OR5H6	79295	0.760533233863878	-0.0371241871315187
CRP	1401	0.7605450291035	0.0429550511394572
		0.760553800133174	0.0281341962074833
PHRF1///PHRF1	57661///57661	0.760553800133174	0.0453882812052173
HTR5A	3361	0.760553806337145	0.0455270433968238
PATZ1	23598	0.760628839795092	-0.0763664076349171
ADRA1B	147	0.760670834233308	-0.048925646663263
TEX15	56154	0.760674056326225	0.0883735243344694
CCL8	6355	0.760690874761996	0.0412403151746048
		0.760721113333963	-0.0482062310204072
OR6B2	389090	0.760721113333963	-0.0483676996462581
		0.760721113333963	0.0270756778843544
HRH2	3274	0.760721113333963	-0.175285344726754
		0.760721113333963	0.0954655099308397
ARHGAP17	55114	0.760885150322219	-0.117559852943311
PROX1	5629	0.760890725322403	-0.0669874885476176
		0.761120482262195	0.0592073727868501
SPRR2G	6706	0.761217184006174	0.0600420452596362
		0.761318048991614	0.11384132788209
MGMT	4255	0.761333109622467	-0.0889420669546448
VCX3B///VCY1B///VCX3A///VCX2///VCX///VCY	425054///353513///51481///51480///26609///9084	0.76139965929003	-0.102447866519275
		0.761571467280484	0.0679958183208651
RPS14	6208	0.76162636364542	0.114437927331075
		0.76162636364542	0.100777425467122
C10orf76	79591	0.761712675356004	0.0971169264285727
KCNC2	3747	0.761772665090592	-0.0427527953117925
LINC01597///FAM27B	400841///100133121	0.761772665090592	-0.0632147312562363
		0.761850306757827	0.0315106461371881
MIR99B	407056	0.761893681794855	0.0650494097879832
CHUK	1147	0.76200568909446	0.0772397569308412
COL8A1	1295	0.762282866455359	-0.0441349426814064
KRT81	3887	0.762430856728995	0.0575169444999979
		0.762476667272938	0.0610803649455787
NPAS3	64067	0.762476667272938	-0.0608614110487524
HAMP	57817	0.762501175168285	-0.0485293053730134
MICAL3	57553	0.762519778704417	0.155517466674605
CCDC82	79780	0.762530310119788	-0.064100756948978
		0.762532868970031	0.0525818238367375
		0.762532868970031	-0.0277941152437648
EIF3K	27335	0.762595368533495	-0.0796760002290231
		0.762610300983255	0.125359749884352
		0.762625278983511	-0.0344772956621315
		0.762670475875569	0.0646647510011347
NCOR1	9611	0.762831729336707	0.0535808519138321
CEBPD	1052	0.762831729336707	-0.176545873238091
LONRF3	79836	0.762944698248507	0.156518839445577
		0.763172426126565	-0.050015011166666
BRF1	2972	0.763222929401217	0.0588021271904795
LOC102723407///IGHV4-31///IGHM///IGHD///IGHA2///LOC102723407///SKAP2///IGHA2///IGHA1///IGH	102723407///28396///3507///3495///3494///102723407///8935///3494///3493///3492	0.763285259162736	0.249565465717689
		0.763285259162736	0.103853222586169
SPATA31D5P	347127	0.763390592309357	0.0494477670317468
ALB	213	0.763401285585969	0.0321993888287997
		0.763519973835162	-0.0349647472165531
LOC339803	339803	0.763519973835162	-0.118552527267572
TTC21B	79809	0.763519973835162	0.0774224512970525
LAMA2	3908	0.763519973835162	-0.0380371208072536
CTDSPL2	51496	0.763595881824781	0.0580956474195009
MTF1	4520	0.763905106049802	-0.107571366051014
FAM150A	389658	0.763942759365952	-0.0621130581598628
COL4A3BP	10087	0.763968277505667	-0.0724538211598595
SALL3	27164	0.764338635672977	-0.053154014049885
		0.76435071569578	-0.0571573020702938
		0.764538018217267	-0.126614807039681
CYP51A1	1595	0.764585044199404	0.0968289598968273
ADH4	127	0.764585044199404	0.0418686399081647
		0.764637366763897	-0.0611235781904749
SEBOX	645832	0.764756150332085	-0.0538141902494313
		0.764801523160171	0.0554745151598661
REG1A	5967	0.764859655188875	-0.0526480021995455
KIAA1644	85352	0.765131776491807	-0.0778701010136054
		0.765131776491807	0.0838708088310662
CDH17	1015	0.765203276176362	0.0511475813151963
		0.765203276176362	0.0385456278163274
PTPRS	5802	0.765261840659047	0.12599079362812
		0.765337776238366	-0.0331771151133768
		0.765378987396157	-0.129438044625848
MIOX	55586	0.765436358736031	0.0653273171984141
LINC01140	339524	0.765463883669768	0.125247789980726
BPIFA1	51297	0.765497221206853	-0.051176070284582
ASCL2	430	0.765523204370371	-0.060171485548751
		0.765548437516676	0.08497522938322
		0.765561748122687	-0.0670744885090651
RIMBP2	23504	0.765808021052875	-0.0802073751133774
		0.76585746649119	0.142724502443312
GAPDHS	26330	0.76585746649119	-0.0508390978809494
EMX2	2018	0.765864789955068	0.0438285218764189
CEP89	84902	0.765864789955068	0.0597703666712022
EFR3A	23167	0.766115647955007	-0.0884195149036326
NAPRT	93100	0.766115647955007	-0.0824635115476173
MIR410	574434	0.766115653429227	-0.0260806070680273
ZMAT3	64393	0.766285742356643	-0.103711467190476
		0.766285742356643	0.12549565784694
OR2L13	284521	0.766323771937074	0.0830145060249441
USH1C	10083	0.766328445916505	0.0426183101054418
HSP90AB5P	442083	0.766345424319367	0.0481393911575974
CDC5L	988	0.766356776687072	0.0446641038253972
OR51S1	119692	0.766356776687072	0.0488995228322029
PCDH11Y///PCDH11X	83259///27328	0.766356776687072	0.0381858891825391
		0.766356776687072	-0.131508986160996
DEFB132	400830	0.766356776687072	-0.055950477327662
EPB41L4A-AS2	54508	0.766357599381541	0.0659431502131529
CECR2	27443	0.766392397013676	-0.108883213879819
CDK16	5127	0.766397431540117	-0.0871907095805016
HSF2	3298	0.766458314353567	0.0844535926746044
JPH3	57338	0.76655179897664	-0.0492299214637173
ECHDC1	55862	0.766607086927768	0.12657795277778
		0.76669321232202	-0.0573033373752825
		0.766784135507482	-0.0891120007596351
CRBN	51185	0.766860284832415	0.0616044744478437
		0.766870826699484	0.0697587050306172
ADAMTS9	56999	0.766882299598092	-0.0895316241269821
		0.767050331041051	0.0589126346870752
YDJC	150223	0.767050331041051	-0.0702575932516982
		0.767057040563842	0.050675125869613
DNAPTP3	100507488	0.767307055439805	-0.0737173156213147
		0.767357107152839	0.0644034487188212
		0.767357107152839	0.0469948836802709
PGAP1	80055	0.767357107152839	-0.143987689358277
		0.767412658651576	0.0330313266972788
GJB7	375519	0.767412658651576	0.0406913484081648
		0.767412658651576	0.110000729184811
		0.767441792977352	-0.0569064666145085
		0.767441792977352	-0.100098412609976
		0.767441792977352	0.0788390495861648
CDK19	23097	0.767441792977352	-0.0848772851757342
		0.767441792977352	0.0357795283537423
LAMC1	3915	0.767468720926055	0.168166627199549
		0.767468720926055	-0.0548953240544225
CST9L	128821	0.767607633338788	-0.0567638767630361
		0.767769067844464	-0.048768307040814
		0.767927379235968	0.0646129036553296
SPAG9	9043	0.767959487779552	-0.0921818431712005
SSUH2	51066	0.767959975506363	0.0519260496723399
TNMD	64102	0.767959975506363	-0.0391428309240367
DEFB123	245936	0.768039304467787	-0.0474377524659841
GJD3	125111	0.768368856262168	0.0496071996541998
		0.768377966884737	0.0397392137040833
PRR16	51334	0.768377966884737	-0.0577332271224482
		0.768377966884737	0.0541015043367352
LOC441268///LINC00937	441268///389634	0.768377966884737	0.0586852456439946
		0.768472012533306	-0.054229656675735
LINC00525	84847	0.768476713369301	-0.0553382737766421
		0.768574719066952	0.106864846006803
MINOS1-NBL1///NBL1	100532736///4681	0.768574719066952	-0.0540479665521527
		0.768574719066952	-0.0781413493344654
NKPD1	284353	0.768588101844299	-0.0502300117244907
GLYAT	10249	0.768588101844299	-0.0376730488639447
		0.768692185919902	0.0497809317698428
		0.768692185919902	-0.076498785509068
ADGRG7	84873	0.768692185919902	0.0328677314693882
		0.768765329336004	-0.0322185490873013
		0.768778398673785	-0.0982092239557817
LPAR6	10161	0.768873153329502	-0.241831028501133
		0.768873153329502	-0.0554133439569151
CFB	629	0.769299794970566	-0.0637045912868475
RAB3GAP1	22930	0.769301151989576	-0.0609760000521531
PNPLA4	8228	0.769370609912903	0.117397643222223
		0.769574981354047	0.0399120028287983
		0.769574981354047	-0.0435477983934245
KIF27	55582	0.769592142549239	-0.138242980650794
		0.769641480520343	-0.0476208791950117
MIR215	406997	0.769641480520343	-0.0244453198265298
SESN1	27244	0.769641480520343	0.133946577497738
SMIM2	79024	0.769686266752601	0.054914932820862
		0.769760711457069	-0.0769367923117912
		0.769778585900994	0.0388576268820846
SNORA5C	677796	0.7701637213204	-0.0960297711621285
AGAP5///AGAP9///AGAP12P///AGAP6///AGAP11///AGAP4	729092///642517///414224///414189///119385///119016	0.770169392852543	0.0926714015544219
		0.770169392852543	-0.056222902954647
HOXA13	3209	0.770265695812336	0.0705216210714266
		0.770265695812336	-0.0844375847505638
TP73	7161	0.770325224433372	0.0639500716519299
		0.770380818514279	-0.116032839226755
SNRPG	6637	0.770410759883306	-0.0838131198560061
		0.770410759883306	-0.0453248209546477
PLCXD3	345557	0.770410759883306	0.0358177092913863
TMEM184A	202915	0.770410759883306	-0.0439779671405844
		0.770410759883306	0.0428354532380957
ZFYVE21///ZFYVE21	79038///79038	0.770410759883306	0.0599498443639472
OR51B2	79345	0.770420861941143	0.0746550306213161
CNTN5	53942	0.770420861941143	-0.0445418981213157
LOC440300	440300	0.770559439305027	0.0449046628322014
		0.770559439305027	0.0856237638174626
GDAP1L1	78997	0.770569905900295	-0.0519299474399091
RALB	5899	0.770581052256937	0.146276183662131
TOR3A	64222	0.770605467312216	0.0745141221927428
ZFYVE9	9372	0.770605467312216	-0.117737802854876
SPATA33	124045	0.770630598709796	-0.0480297051428549
SLC6A8	6535	0.770749821422673	0.0724995042154246
ATOX1	475	0.770749821422673	-0.0412083848843512
MIR216A	406998	0.770922561682325	-0.0488573343537397
		0.770946569344892	-0.0979382367528316
ARHGEF37	389337	0.771065981103728	0.0559628348287982
PGK2	5232	0.771337200149806	-0.0937495466984122
		0.771541098395879	0.111791852952382
		0.771631194989914	-0.0947414220192719
		0.771631194989914	-0.0766252031678007
BAG2	9532	0.771674117517172	0.116193666764175
		0.771674117517172	0.0389372742811815
REST	5978	0.77169674778612	0.0509323125249406
PJA1	64219	0.771697096460148	-0.0883057315907028
MCEE	84693	0.771697096460148	-0.0788386924705211
		0.771730961975536	0.0496574208832214
PRR25	388199	0.771836547881844	-0.0499691361950099
PRRC2A	7916	0.771849752764802	0.0540965816371912
SPOCK1	6695	0.771879248883186	-0.0505810911201783
RBM8A	9939	0.771879248883186	-0.0837589110192702
		0.771879248883186	-0.0253977685804991
OR9G9///OR9G1	504191///390174	0.771879248883186	0.05465307702721
SMTNL2	342527	0.771879248883186	0.0486290279149673
OCA2	4948	0.771925361014901	0.0571362943027225
CBARP	255057	0.772001224522749	-0.0540388039580497
		0.772058304545537	-0.0923624880136042
		0.772134682207945	0.0566338938537427
		0.772134682207945	0.12939234063492
		0.772134682207945	0.08441163783107
NXPH4	11247	0.772227251729857	-0.0585794451201798
RNU6-501P	106481339	0.77233696904261	0.0874560335362817
		0.772347348426592	-0.0444337367346979
ZNF45	7596	0.772437974038672	0.081534700599776
		0.772448074842535	0.0438590203446729
KLK11	11012	0.772451067811754	0.0530015360385505
		0.772492178385516	-0.0918780782346937
		0.772537830082606	-0.0402604839478449
		0.772539671294506	0.0502563462301593
		0.772539671294506	0.0534718265294805
SNRNP70	6625	0.772687605239777	0.0765300704875358
PLK5	126520	0.772721214541858	-0.0771263135748272
		0.772763837407253	-0.0248631607244896
RERGL	79785	0.772763837407253	-0.107420607336734
		0.772763837407253	-0.0411897428911554
		0.772763837407253	-0.0549556634943276
LOC101928841	101928841	0.772763837407253	-0.0785982936950118
		0.772797207406995	-0.0231687492029455
		0.772800568728466	-0.0988829413083874
FARP1	10160	0.772814921143354	0.0995529429750572
		0.772814921143354	0.0823387801734698
MAFK	7975	0.772814921143354	0.0675911859886629
RBAK	57786	0.772814921143354	-0.0715791899387783
		0.772814921143354	-0.0401656260657579
		0.772829751654765	-0.0259038088968246
SLC34A2///SLC34A2	10568///10568	0.772829974152806	-0.070238837187075
		0.773062913108285	0.0380716436167812
RADIL	55698	0.773062913108285	-0.043333838648528
		0.773138809834876	0.0410843323684813
		0.773138809834876	-0.103856975890022
		0.773138809834876	0.0358400496700697
RAB11FIP1	80223	0.773138809834876	0.130661317571432
		0.773201697725851	0.0926111272086181
MBD1	4152	0.773201697725851	0.0542916162573723
		0.773221594374652	0.0381207142630409
WDR13	64743	0.773221594374652	0.0711821544761921
ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1	729171///728747///441430///441425///440482///84210	0.773221594374652	-0.106440430650792
		0.773221594374652	-0.0267624530113357
IRX4	50805	0.773221594374652	-0.0481706750895698
DSCR8	84677	0.773410165151362	0.0751709389829935
OR8J1	219477	0.773410165151362	-0.0312090213344667
COX6A2	1339	0.773410165151362	0.0442547489739242
KMT2A	4297	0.773410165151362	-0.0611458738095223
RAET1L	154064	0.773410165151362	0.0899756188843526
		0.773454391644947	0.0957649432290273
ARC	23237	0.773454391644947	-0.0483154652845776
OGT	8473	0.773454391644947	-0.0558069595033981
		0.773454391644947	0.0468959659013604
RTF1	23168	0.773472199264285	-0.0846636160702952
		0.773472199264285	-0.0717602778469377
CRLF1	9244	0.773472199264285	-0.0581831574569129
		0.773472199264285	-0.0596218528265284
KIF6	221458	0.773472199264285	-0.046876582331064
APOC3	345	0.773472199264285	0.096729307824261
		0.773515272628105	-0.0784207279773197
ODF1	4956	0.773688952394908	-0.0459159037131509
		0.773715235850914	0.0345191343004538
C1orf174	339448	0.773719231965317	-0.0600260435090654
PRR36	80164	0.773783251787102	0.0500531781587332
MATN4	8785	0.773783251787102	-0.0473647683480705
NTMT1	28989	0.773948385225854	-0.0649956724829899
ANKRD20A21P///ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1	102723552///729171///728747///441430///441425///440482///84210	0.773948385225854	0.111166689951248
IST1	9798	0.774037647985416	0.0407724644444425
OGFOD3	79701	0.774290969207471	0.053582223095237
TMEM98	26022	0.774319021344	-0.108022129049884
NTN1	9423	0.774347969140539	0.0627228883208604
		0.774347969140539	-0.0690909695238098
SLN	6588	0.774347969140539	-0.0401889973854863
BMP3///BMP3	651///651	0.774362017274669	0.14018423540703
ITGB1	3688	0.774362017274669	-0.101900338082768
		0.774362017274669	-0.0822703230578252
		0.774362017274669	0.0281469754410435
HOXC11	3227	0.774412285322972	-0.0482642575068004
CHRM2	1129	0.77448112507881	0.0440900580102053
MRPL32	64983	0.774493649835906	-0.113753980888886
MFSD4B	91749	0.774519427485311	0.0782458128560153
C1orf105	92346	0.774564990601166	-0.0360927260612245
SARS	6301	0.774874864864123	0.0802929377346988
		0.775138335261102	0.10206916419728
PDE10A	10846	0.775370705429853	0.0735012945873019
		0.775370705429853	0.117288458718821
		0.775370705429853	0.0496365979161011
EFR3B	22979	0.775377757880692	0.0940933046303849
BICD1	636	0.775377757880692	0.0786047833129304
SNORA70G	100379132	0.775377757880692	-0.0770024094501132
		0.775377757880692	0.0566770972063497
FAM118A	55007	0.775392942849919	-0.074532497717688
SLC22A4	6583	0.775446402338405	0.196377302869611
ZNF567	163081	0.775625786231203	-0.0822619361802692
		0.775625786231203	0.0983039784387776
		0.77564476146779	-0.0358651358900217
FRG1	2483	0.775701281713426	-0.0774115654829899
GJA8	2703	0.775750827792598	-0.0537952398219934
EVI5	7813	0.775801270352676	-0.170703492721089
C7orf72	100130988	0.77583881665588	-0.0300166591077105
		0.775912564927225	0.149007832451246
		0.77601391871301	0.159230302048753
FGFR4	2264	0.776025367416929	-0.046602283213149
PEAK1	79834	0.776025367416929	-0.108157896812924
EVA1B	55194	0.776025367416929	0.0583256144999993
		0.776025367416929	-0.0498653710283428
TMEM186	25880	0.776026294569846	-0.092924049793651
ZNF280C	55609	0.776038182010934	0.127254700342408
TDGF1	6997	0.776129666968604	0.0563508192176871
SMAD9	4093	0.77634017400609	0.0572333385600921
MCTP2	55784	0.776446147225458	-0.207879521704083
ZNF852	285346	0.776446147225458	0.0859779651768742
		0.776446147225458	-0.0439169701609985
AGAP5///AGAP9///AGAP12P///AGAP6///AGAP11///AGAP4	729092///642517///414224///414189///119385///119016	0.776446147225458	0.160694076736965
GPAT2P2	653924	0.776446147225458	0.0870660996734749
		0.776478271663034	0.0928611365351451
GTF2H5	404672	0.776536087081085	0.0947802698412756
TRPM4	54795	0.776536087081085	0.0736715981700682
WDR78	79819	0.776536087081085	0.0616800775941058
ACTR2	10097	0.776536087081085	-0.0520191646825339
C10orf91	170393	0.776536087081085	-0.045290599077096
		0.776536087081085	-0.0374514402585024
SGCA	6442	0.776536087081085	-0.0391328174818586
INCA1	388324	0.776536087081085	-0.0533000280464853
RPS11	6205	0.776536087081085	0.0535922280272221
HMOX1	3162	0.776536087081085	0.135914890428571
FLNC	2318	0.776536087081085	-0.0881711853786875
EIF3F	8665	0.776536087081085	0.134259333654196
INPP5E	56623	0.776566342067224	-0.0525441964228994
FTL	2512	0.776574837648776	-0.0982304958503342
PYGB	5834	0.776704522508036	0.0630365183650818
		0.776704522508036	0.0704408902789133
ATP2A1	487	0.776757591014908	0.0496893857585041
		0.776787882426573	0.0555632218253979
		0.776787882426573	0.0719944121269851
GXYLT2	727936	0.776787882426573	0.173580540741497
TENM3	55714	0.776815306937867	-0.0887886145680259
		0.776815306937867	0.0744257611610006
DMAP1	55929	0.776815306937867	-0.048041106736961
		0.776815306937867	0.0424110150328803
		0.776980531565653	-0.0737312308514735
		0.777051464456224	-0.0661036957517012
		0.777087208303881	0.0408579467233636
CCDC129	223075	0.777096735245922	-0.0421893152709742
RCAN1	1827	0.777096735245922	0.0885128118696157
		0.777151210667902	-0.0784193841519278
RAC1	5879	0.777151210667902	0.137101538733561
OR4S2	219431	0.777151210667902	-0.0406014770532872
AEBP2	121536	0.777196683431225	-0.062498298885485
CYP4A22	284541	0.777196683431225	-0.0674296487777761
FAM171A2	284069	0.777221515429349	-0.0756928772539647
DSG1	1828	0.777381369917476	0.0379532821507942
		0.777381369917476	-0.0240743526111107
ABCC6	368	0.777546506195081	-0.0542851699024931
		0.777625956331339	0.0596457418820875
		0.777662748701812	-0.0327150687131521
		0.777766778972964	-0.0375210201836738
		0.777814616981657	-0.0393187469773228
		0.777972378987096	0.0422193247687086
		0.77801629124411	-0.116150148292514
RNF6	6049	0.778022818107167	0.066050915967125
		0.778054213892341	-0.0412081195147382
		0.778054213892341	-0.047795322247163
		0.778104213154357	-0.0307495487891138
		0.778167578128055	-0.0438008085374175
CREB3L3	84699	0.778167578128055	-0.0797232240238088
ALG6	29929	0.778167578128055	-0.0836948860408171
EYS	346007	0.778167578128055	-0.0309042640226744
		0.778183305314051	-0.0648113080770973
MRFAP1	93621	0.77819521020483	0.0901084499773273
DDR2	4921	0.77827538680362	-0.0606742141587286
		0.778281284132912	-0.0690486091213165
TBX15	6913	0.778313224117292	0.0486087031961473
CGB2///CGB1///CGB8///CGB7///CGB5///LHB///CGB3///CGB7	114336///114335///94115///94027///93659///3972///1082///94027	0.778313224117292	-0.0824730024387756
SNORA16A///SNHG12	692073///85028	0.778389630479354	-0.0952725157448935
		0.778420908417552	0.144216384021542
		0.778489712637208	0.0478539527687092
OR5R1	219479	0.778565411525945	-0.0432564568616773
STPG1	90529	0.778599277497168	-0.104984265742631
		0.778599277497168	-0.0723253023015875
		0.778602886829467	0.0560247419387769
MEGF11	84465	0.778602886829467	-0.0677473097029448
		0.778602886829467	-0.112855873155326
OR4A16	81327	0.778602886829467	-0.038270214945578
		0.778602886829467	0.113969676539684
AKT1	207	0.778602886829467	-0.0647654667052127
		0.778684980358478	0.0745220844546495
HMCN2	256158	0.778684980358478	-0.0493701982120172
MTMR12	54545	0.778684980358478	-0.069663695807253
SPDYE16///SPDYE2B///SPDYE6///SPDYE8P///SPDYE2///SPDYE3///SPDYE7P///SPDYE1	102723555///100310812///729597///728524///441273///441272///441251///285955	0.77874454745937	-0.0844363011247165
SYT15	83849	0.778845956028987	-0.056398037942178
CCND1	595	0.778845956028987	0.0576068488458077
		0.778845956028987	0.11511788551247
ALDH3A2	224	0.778897867685443	-0.116570952696146
CACNA1D	776	0.778897867685443	0.0680032863083895
DPF1	8193	0.778897867685443	0.0656030188049916
		0.778897867685443	-0.0505555219784544
GAS1	2619	0.778897867685443	-0.0698401619058924
		0.778897867685443	-0.0531670495566861
HSPC102	105372274	0.778897867685443	-0.160285143597502
GALK2	2585	0.778913981545955	-0.0638720275566875
		0.779005180339284	0.0679695351700702
PHOX2B	8929	0.779092409200232	-0.0407083162721067
		0.779103244257539	-0.0401311612732425
GRIN2B	2904	0.779104972242669	-0.0401004050362825
AZGP1	563	0.77928346447271	-0.0500936614149641
		0.779341134505766	-0.0529810206848067
MIR320C1	100302135	0.779397058304743	-0.049903082454648
		0.779401583132828	0.118711755243768
SLC26A9	115019	0.779596089273611	-0.0821935598367345
MDM2	4193	0.779613483949741	-0.0899462963367395
		0.779613483949741	-0.143432664365078
ADPGK	83440	0.779613483949741	0.0585602830510261
		0.779613483949741	-0.13044685582313
		0.779769613538528	0.0978028978956944
		0.779769613538528	-0.0493878566292505
KRTAP21-1	337977	0.779949125775894	0.0401799623106567
ZBED9	114821	0.780394134355577	-0.0734477173106565
		0.780428996658057	-0.075717790566892
LOC102724507///LOC100509620///AQP7P1///AQP7	102724507///100509620///375719///364	0.780505871138964	-0.0640672239897979
NLRC4	58484	0.780598836914533	-0.168662886649659
GABRB2	2561	0.780640543451756	0.0511409714410451
ARMC4	55130	0.780640543451756	-0.068810204507936
SPATA24	202051	0.780640543451756	-0.0494161696224511
		0.780640543451756	0.11774304464626
HIF1AN	55662	0.780675182245804	0.0814250557369611
		0.780748658430916	0.0658671262324284
		0.780750146563669	0.0648221448616773
		0.780750146563669	-0.146928705198414
		0.780798448388173	-0.0254980691689335
ACTN1	87	0.780830025112903	0.190416025103175
TGDS	23483	0.781059757406549	-0.0844232141043069
FDX1L	112812	0.781124054878425	0.0528379283061247
		0.781124054878425	0.085370825090703
		0.781124054878425	-0.086444166170069
		0.781124237688677	-0.0544465397267584
YTHDF2	51441	0.781202016464689	-0.0578131272664395
ITGB2	3689	0.781202016464689	-0.144085680493195
OR4K1	79544	0.781289422431421	0.0374465005385503
ODAM	54959	0.781308277717406	-0.0329018154070293
CELSR3	1951	0.781420162436711	0.0580685476519314
ACP7	390928	0.781467528808404	0.0409485870419521
		0.781467528808404	0.0809739788526089
DRGX	644168	0.781494609495983	-0.0508081954829942
C18orf12	84322	0.781632824583694	-0.0474520172834438
		0.781960069750719	0.0675537835634952
AICDA	57379	0.782103110357646	-0.0560327322086156
		0.782124985456673	0.0738337867902517
RTBDN	83546	0.782218366479767	0.0527859206621351
CYP17A1	1586	0.782231482752707	-0.0391563368707484
CMA1	1215	0.782238358121837	0.0384255694229041
GRM6	2916	0.782251237201681	-0.043986257489796
SRP9	6726	0.78234531309612	0.0552600903322027
NTHL1	4913	0.782348271333478	-0.0524093035011317
		0.782362753234449	-0.0501753500566915
		0.782402648198619	-0.031651084209749
FGG	2266	0.782402648198619	-0.0248983873752828
PARD3	56288	0.782548167405625	0.113581189259636
		0.782553417421956	-0.133285679876417
		0.782565718851477	-0.0836458992142854
		0.782565718851477	-0.105365515688208
